,1827300.3,693748.4,1637747.3,1165841.3,912630.3,1950946.3,1378073.3,589873.29,1919105.4,1951070.3
rxn08713_c0,0,0,0,0,0,0,0,0,0,0
rxn03137_c0,1,1,1,1,1,1,1,1,1,1
rxn09195_c0,0,0,0,0,0,0,0,0,0,0
rxn01279_c0,1,0,0,0,0,0,0,0,0,0
rxn00720_c0,0,0,0,0,0,0,0,0,0,0
rxn12639_c0,1,1,1,1,1,1,1,1,1,1
rxn20214_c0,0,0,0,0,0,0,0,0,0,0
rxn08076_c0,1,1,1,1,0,1,1,1,1,1
rxn01213_c0,0,0,0,0,0,0,1,0,0,0
rxn01537_c0,0,1,1,0,0,0,0,0,1,0
rxn03918_c0,1,0,0,0,0,1,1,1,0,1
rxn05252_c0,1,1,1,1,1,1,1,1,1,1
rxn10317_c0,0,0,0,0,0,0,1,0,0,0
rxn23042_c0,1,1,1,1,0,0,1,1,0,0
rxn08542_c0,0,0,0,0,0,0,0,0,0,0
rxn03886_c0,0,0,1,0,0,0,0,0,0,0
rxn04751_c0,0,0,0,0,0,0,1,0,0,0
rxn09313_c0,0,0,0,0,0,0,0,0,0,0
rxn02296_c0,0,0,0,0,0,0,0,0,0,0
rxn03241_c0,1,1,1,1,1,1,1,1,1,1
rxn05195_c0,1,1,1,1,1,1,1,1,1,1
rxn18575_c0,0,0,0,0,0,0,0,0,0,0
rxn03540_c0,1,1,1,0,0,0,0,0,0,0
rxn05335_c0,1,1,1,0,0,0,1,1,0,0
rxn02227_c0,0,0,0,0,0,0,0,0,0,0
rxn00745_c0,1,0,0,0,1,0,1,1,1,0
rxn00510_c0,0,1,0,0,0,0,0,0,1,0
rxn05598_c0,0,0,1,0,1,0,0,0,0,0
rxn05289_c0,1,1,1,1,1,1,1,1,1,1
rxn00712_c0,0,0,0,0,0,0,1,1,1,0
rxn08528_c0,1,1,1,0,1,0,1,1,1,0
rxn00407_c0,1,1,1,1,0,0,1,1,1,0
rxn08335_c0,1,1,1,1,1,1,1,1,1,1
rxn05361_c0,1,1,1,1,0,1,1,1,0,1
rxn00804_c0,1,0,0,0,1,0,0,1,0,0
rxn05505_c0,0,0,0,0,0,0,0,0,0,0
rxn00147_c0,1,0,0,1,0,0,1,1,1,0
rxn37060_c0,0,0,0,0,0,0,0,0,0,0
rxn05325_c0,0,1,1,1,0,1,1,0,1,1
rxn01114_c0,0,0,1,0,1,0,1,0,0,0
rxn09023_c0,1,0,0,0,0,0,0,0,0,1
rxn01013_c0,1,1,0,0,0,0,1,0,1,0
rxn10126_c0,1,1,1,0,1,0,1,1,1,0
rxn46694_c0,1,1,0,1,0,0,1,1,0,0
rxn01640_c0,1,1,1,0,0,0,0,0,0,0
rxn16823_c0,0,0,0,0,0,0,0,0,1,0
rxn27362_c0,0,0,0,1,0,0,0,0,0,0
rxn12849_c0,0,0,1,0,1,1,0,0,0,0
rxn00559_c0,1,1,1,1,1,0,1,1,1,0
rxn00297_c0,0,0,0,1,0,0,1,0,0,0
rxn08668_c0,1,1,1,0,1,1,1,1,1,0
rxn06777_c0,0,0,0,0,0,1,0,0,1,1
rxn05541_c0,0,0,1,0,1,1,0,0,0,0
rxn04598_c0,0,0,0,0,0,0,1,0,0,0
rxn01644_c0,1,1,1,1,1,1,1,1,1,1
rxn02927_c0,1,0,0,0,0,0,1,1,0,0
rxn00800_c0,1,1,1,1,1,1,1,1,0,1
rxn01457_c0,0,0,1,0,0,0,1,1,0,0
rxn11877_c0,0,0,0,0,0,0,0,0,0,0
rxn05149_c0,0,0,0,0,0,1,0,0,0,0
rxn03251_c0,1,1,1,0,1,1,1,1,1,1
rxn05170_c0,1,1,1,0,1,0,1,0,0,0
rxn10268_c0,0,0,0,1,0,0,1,1,0,0
rxn00151_c0,0,1,1,0,0,0,0,0,0,0
rxn06493_c0,0,0,0,0,1,1,1,0,0,1
rxn01649_c0,0,0,1,0,1,0,1,0,1,0
rxn00304_c0,1,0,1,0,1,1,1,1,1,1
rxn01710_c0,1,1,1,0,1,0,1,1,0,0
rxn04142_c0,1,1,1,0,1,1,1,0,0,1
rxn08508_c0,0,1,0,0,0,0,1,0,0,0
rxn00547_c0,1,1,1,0,1,0,0,1,1,0
rxn04712_c0,0,0,0,0,0,0,0,0,0,0
rxn11544_c0,0,0,0,0,0,0,0,0,0,0
rxn00748_c0,0,1,0,0,0,1,1,1,0,1
rxn05144_c0,0,0,0,0,1,0,0,0,0,0
rxn10216_c0,0,0,0,0,1,0,0,0,0,0
rxn05369_c0,1,1,1,0,0,0,1,1,0,0
rxn10338_c0,0,0,0,0,0,0,0,0,0,0
rxn01462_c0,1,0,0,0,0,0,0,0,0,0
rxn24606_c0,0,0,0,0,0,0,0,0,0,0
rxn08158_c0,0,0,0,0,0,0,0,0,0,0
rxn00914_c0,0,0,0,0,0,0,1,0,0,0
rxn01670_c0,1,1,1,1,1,1,1,1,1,1
rxn08783_c0,1,0,0,0,0,0,1,1,0,0
rxn01368_c0,0,0,1,1,1,1,1,1,0,1
rxn42177_c0,0,0,0,0,0,0,0,0,0,0
rxn01851_c0,1,1,1,0,1,1,1,1,1,1
rxn05347_c0,1,1,1,1,1,1,1,1,1,1
rxn10892_c0,0,0,0,0,0,0,0,0,0,0
rxn03962_c0,1,0,0,1,1,1,1,1,1,0
rxn08941_c0,1,0,1,0,1,0,1,1,1,0
rxn02985_c0,0,0,0,0,0,0,0,0,1,0
rxn05539_c0,1,1,1,0,1,1,1,0,0,1
rxn05341_c0,1,1,1,1,1,1,1,1,1,1
rxn00106_c0,1,0,0,0,0,0,1,1,0,0
rxn00082_c0,0,0,0,0,0,1,0,0,0,0
rxn10228_c0,1,1,1,1,0,1,1,1,1,1
rxn00830_c0,1,0,1,0,1,1,0,0,1,1
rxn02373_c0,1,1,1,1,1,0,1,1,1,0
rxn01647_c0,0,0,1,0,1,0,1,0,1,0
rxn09167_c0,1,0,1,0,0,0,1,0,0,0
rxn01275_c0,1,0,1,0,1,0,1,1,1,0
rxn05447_c0,0,1,1,1,0,1,1,0,1,1
rxn08547_c0,1,0,0,0,0,0,1,1,0,0
rxn16839_c0,0,1,1,0,0,0,0,0,1,0
rxn16565_c0,0,0,0,0,0,0,0,0,0,0
rxn21863_c0,0,1,1,1,0,1,1,0,1,1
rxn08118_c0,0,0,0,0,0,0,1,0,0,0
rxn05303_c0,0,0,0,0,0,0,0,0,0,0
rxn08936_c0,0,0,0,0,0,0,0,0,0,0
rxn05200_c0,1,0,0,0,0,1,1,1,0,0
rxn01133_c0,0,0,0,0,1,0,1,1,0,0
rxn06556_c0,0,0,0,0,0,0,0,0,0,0
rxn08822_c0,1,1,1,0,1,0,1,1,1,0
rxn01986_c0,0,0,1,0,0,0,1,0,0,0
rxn10292_c0,0,0,0,0,0,0,1,0,0,0
rxn01911_c0,0,0,0,0,0,0,0,0,0,0
rxn07845_c0,1,0,0,0,1,0,1,0,0,0
rxn09105_c0,0,0,0,1,0,0,1,1,0,0
rxn00490_c0,1,0,1,0,0,0,0,0,0,0
rxn05746_c0,0,0,0,0,0,0,1,0,1,0
rxn01753_c0,0,0,0,0,0,0,0,0,0,0
rxn05031_c0,0,1,1,0,1,1,0,0,1,1
rxn00223_c0,1,1,1,0,1,0,1,0,1,0
rxn02103_c0,0,0,0,0,0,0,0,0,0,0
rxn01706_c0,0,0,0,0,0,0,1,1,1,0
rxn00549_c0,1,1,1,1,1,1,1,1,1,1
rxn10214_c0,0,0,0,0,1,0,0,0,0,0
rxn42709_c0,0,0,0,0,0,0,1,1,0,0
rxn01518_c0,0,0,0,0,1,1,1,1,0,1
rxn00100_c0,1,1,1,1,1,0,1,1,1,1
rxn02275_c0,1,1,0,1,0,0,1,1,1,0
rxn01298_c0,0,0,0,0,0,0,0,0,0,0
rxn02680_c0,1,1,1,0,1,1,1,1,1,1
rxn00829_c0,0,0,0,0,0,0,0,0,0,0
rxn02155_c0,1,1,1,1,1,1,1,1,1,1
rxn10314_c0,0,0,0,1,0,1,1,1,1,0
rxn10284_c0,0,0,0,0,0,0,0,0,0,0
rxn06979_c0,1,0,0,0,0,0,0,0,0,0
rxn09214_c0,0,0,0,0,0,0,0,0,0,0
rxn02056_c0,1,1,1,0,1,0,1,1,0,0
rxn02145_c0,0,0,0,0,0,0,0,0,0,0
rxn03513_c0,1,1,1,0,0,0,0,0,0,0
rxn05563_c0,0,0,0,0,0,0,0,0,0,0
rxn00541_c0,1,1,1,0,1,1,1,0,0,1
rxn03168_c0,0,0,0,0,0,0,0,0,0,0
rxn16776_c0,0,0,0,0,0,0,0,0,0,0
rxn16612_c0,0,0,0,0,0,0,0,0,0,0
rxn05438_c0,0,1,1,1,0,1,1,0,1,1
rxn07435_c0,1,1,0,0,1,1,0,1,0,1
rxn12206_c0,1,0,0,0,0,0,1,0,0,0
rxn03005_c0,1,1,1,1,1,1,1,1,1,1
rxn08205_c0,0,0,0,0,0,0,1,0,0,0
rxn01259_c0,0,0,0,0,0,0,0,0,0,0
rxn03243_c0,1,1,1,0,1,1,1,1,1,1
rxn01499_c0,1,0,0,0,1,0,0,0,0,0
rxn01883_c0,0,0,0,0,0,0,1,0,0,0
rxn19735_c0,0,0,0,0,0,0,0,0,0,0
rxn01816_c0,0,0,1,0,0,0,1,0,0,1
rxn10855_c0,0,0,0,0,0,0,0,0,0,0
rxn09039_c0,1,1,1,0,0,0,1,1,0,0
rxn05145_c0,1,1,1,1,1,0,1,1,1,0
rxn08376_c0,0,0,0,0,0,1,1,0,0,0
rxn05336_c0,1,1,1,1,1,1,1,1,1,1
rxn00298_c0,0,0,0,1,0,1,0,1,1,0
rxn16794_c0,0,0,0,0,0,0,0,0,0,0
rxn00251_c0,1,0,0,0,1,1,1,1,0,1
rxn01129_c0,0,0,0,0,0,0,1,1,1,0
rxn01069_c0,1,1,1,1,1,0,1,1,1,0
rxn02173_c0,1,1,1,0,0,0,1,0,0,0
rxn02375_c0,0,0,0,0,0,0,0,0,0,0
rxn08202_c0,0,0,0,0,0,0,1,0,0,0
rxn01945_c0,0,0,0,0,0,0,0,0,0,0
rxn01761_c0,0,0,1,0,1,0,1,0,0,0
rxn10337_c0,0,0,0,0,0,0,0,0,0,0
rxn05187_c0,1,1,0,0,0,1,1,1,1,0
rxn12822_c0,1,0,0,1,0,0,0,1,0,0
rxn02835_c0,1,1,1,1,1,0,1,1,1,0
rxn01629_c0,1,0,1,1,1,1,1,1,1,1
rxn04938_c0,1,1,1,0,0,0,1,1,0,0
rxn08709_c0,0,0,0,0,0,0,0,0,0,0
rxn05957_c0,1,1,1,1,1,0,1,1,1,1
rxn03181_c0,1,1,1,1,0,1,1,1,0,1
rxn15699_c0,1,0,0,0,1,0,1,0,0,0
rxn09161_c0,0,0,0,0,0,0,0,0,0,0
rxn05372_c0,0,0,1,0,0,0,0,0,0,0
rxn08619_c0,0,0,0,0,0,0,0,0,0,0
rxn04930_c0,0,0,0,0,0,0,0,0,0,0
rxn08802_c0,1,1,1,0,1,0,1,1,1,0
rxn10300_c0,0,0,0,0,0,0,0,0,0,0
rxn01366_c0,0,0,0,0,1,1,1,0,1,0
rxn01108_c0,1,0,1,0,0,0,0,0,0,0
rxn05117_c0,0,0,0,0,0,0,0,0,0,0
rxn00168_c0,0,0,0,0,0,0,1,0,0,0
rxn10299_c0,0,0,0,0,0,0,0,0,0,0
rxn01927_c0,0,0,0,0,0,1,0,0,0,1
rxn01045_c0,1,0,0,0,1,0,0,1,0,0
rxn02318_c0,0,0,0,0,0,0,0,0,0,0
rxn05154_c0,1,0,0,0,0,0,1,0,0,0
rxn00375_c0,1,1,1,0,0,0,1,0,0,0
rxn01790_c0,1,0,0,0,0,0,1,1,0,0
rxn05550_c0,0,0,0,0,0,0,0,0,0,0
rxn08295_c0,1,1,1,0,0,0,1,1,0,0
rxn05405_c0,0,0,1,0,0,0,0,0,0,0
rxn00291_c0,1,0,0,0,0,0,1,1,0,0
rxn00114_c0,1,0,0,0,0,0,1,0,0,0
rxn00818_c0,0,0,1,0,1,0,1,1,0,0
rxn07474_c0,1,0,0,0,0,0,1,0,0,0
rxn00953_c0,1,1,1,0,1,1,0,0,1,1
rxn10123_c0,0,0,0,0,0,0,0,0,0,0
rxn00913_c0,1,1,1,1,1,1,1,1,1,1
rxn12080_c0,0,0,0,0,0,0,0,0,0,0
rxn09661_c0,0,0,0,0,0,0,0,0,0,0
rxn02676_c0,0,0,0,0,0,0,1,0,0,0
rxn03975_c0,1,0,0,0,0,0,1,0,0,0
rxn01748_c0,0,0,0,0,0,0,0,0,0,0
rxn10296_c0,0,0,0,0,0,0,1,0,0,0
rxn14372_c0,0,0,0,0,0,0,0,0,0,0
rxn10196_c0,0,0,0,0,1,0,0,0,0,0
rxn08347_c0,1,0,0,0,0,0,1,0,0,0
rxn08710_c0,1,0,0,0,0,0,1,1,0,0
rxn08977_c0,0,0,0,0,0,0,0,0,0,0
rxn01859_c0,0,0,1,0,1,0,1,0,1,0
rxn08935_c0,0,0,0,0,0,0,1,0,1,0
rxn02429_c0,1,1,1,0,0,0,1,0,0,0
rxn02143_c0,1,1,1,0,1,1,1,1,0,1
rxn02761_c0,0,0,0,0,0,0,1,0,0,0
rxn03244_c0,0,0,0,0,0,1,0,0,1,1
rxn01598_c0,1,0,0,0,0,0,0,0,0,0
rxn06864_c0,1,1,1,1,1,0,1,1,1,0
rxn05418_c0,0,0,1,0,0,0,0,0,0,0
rxn03068_c0,1,1,1,1,1,0,1,1,1,0
rxn02266_c0,0,0,0,0,0,0,0,0,0,0
rxn08308_c0,1,1,1,1,1,1,1,1,1,1
rxn10270_c0,0,0,0,1,0,0,1,1,0,0
rxn10192_c0,0,0,0,0,1,0,1,0,0,0
rxn00239_c0,1,1,1,1,1,1,1,1,1,1
rxn07436_c0,1,1,1,1,0,0,1,1,0,0
rxn00802_c0,1,1,1,1,1,0,1,1,1,0
rxn24607_c0,0,0,0,0,0,0,0,0,0,0
rxn05337_c0,1,1,1,1,1,1,1,1,1,1
rxn08213_c0,1,0,1,0,1,0,0,0,0,0
rxn00338_c0,1,0,0,1,1,0,1,1,0,0
rxn43971_c0,0,0,0,0,0,0,0,0,0,0
rxn15293_c0,0,0,1,0,0,0,1,1,0,0
rxn05397_c0,0,0,1,0,0,0,0,0,0,0
rxn10267_c0,0,0,0,1,0,0,1,1,0,0
rxn08200_c0,0,0,0,0,0,0,1,0,0,0
rxn39912_c0,0,0,0,1,0,0,0,0,0,0
rxn01015_c0,1,0,0,0,0,0,0,1,0,0
rxn03481_c0,0,0,0,0,1,0,1,0,0,0
rxn02201_c0,1,1,1,1,1,1,1,1,1,1
rxn05344_c0,1,1,1,1,1,1,1,1,1,1
rxn08128_c0,1,0,1,0,0,0,1,1,1,0
rxn02474_c0,1,1,1,1,1,1,1,1,1,1
rxn05465_c0,1,1,1,1,1,1,1,1,1,1
rxn00422_c0,0,0,0,0,0,0,1,1,0,0
rxn00704_c0,1,1,1,1,1,0,1,1,0,1
rxn05201_c0,0,0,0,0,0,0,1,0,0,0
rxn01362_c0,1,1,1,1,1,1,1,1,1,1
rxn15383_c0,0,0,0,0,0,0,0,0,0,0
rxn02122_c0,0,0,0,0,0,0,0,0,0,0
rxn01324_c0,0,0,0,0,0,0,0,0,1,0
rxn00056_c0,1,1,0,0,0,0,1,1,0,0
rxn01973_c0,1,1,1,1,1,1,1,1,0,1
rxn09448_c0,1,1,1,1,1,1,1,1,1,1
rxn09208_c0,1,1,1,1,0,1,1,1,1,1
rxn05339_c0,1,1,1,1,1,1,1,1,1,1
rxn09022_c0,0,0,0,0,0,0,0,0,0,1
rxn05437_c0,0,1,1,1,0,1,1,0,1,1
rxn00394_c0,1,1,1,0,1,0,1,0,0,0
rxn05029_c0,1,1,1,0,0,1,1,1,0,1
rxn09151_c0,0,0,0,0,0,0,0,0,0,0
rxn08441_c0,1,1,1,0,1,0,1,1,0,0
rxn12851_c0,0,0,1,0,1,1,0,0,0,0
rxn00361_c0,1,1,1,0,0,0,1,1,1,0
rxn05605_c0,1,0,0,0,0,0,1,0,0,0
rxn08939_c0,0,0,0,0,0,0,0,0,0,0
rxn03839_c0,1,1,0,1,0,0,1,1,1,0
rxn00587_c0,0,0,0,0,1,0,0,0,0,0
rxn14109_c0,0,0,0,0,0,0,0,0,0,0
rxn00941_c0,0,0,0,0,0,0,0,0,0,0
rxn10227_c0,1,1,1,1,0,1,1,1,1,1
rxn05205_c0,0,0,0,0,0,1,1,1,0,1
rxn08078_c0,1,1,1,0,0,0,1,1,0,0
rxn00194_c0,0,1,0,0,0,0,0,1,0,0
rxn09154_c0,0,0,0,0,0,0,0,0,0,0
rxn01303_c0,1,0,1,1,1,0,0,1,1,0
rxn14178_c0,0,0,0,1,0,0,0,0,0,0
rxn00367_c0,1,1,1,0,1,1,1,1,0,1
rxn12848_c0,1,1,1,0,1,1,1,0,0,0
rxn08843_c0,1,1,1,0,1,0,1,1,1,0
rxn02377_c0,0,0,0,1,0,0,1,0,0,0
rxn05540_c0,0,0,1,0,1,1,0,0,0,0
rxn10221_c0,1,1,1,1,1,1,1,1,1,1
rxn01019_c0,1,1,1,1,1,0,1,1,0,0
rxn08352_c0,1,1,1,1,1,1,1,1,1,1
rxn10308_c0,0,0,0,1,0,1,1,1,1,0
rxn02380_c0,1,1,1,1,1,1,1,1,1,1
rxn00971_c0,0,0,0,0,0,0,0,0,0,0
rxn01445_c0,1,1,1,1,1,1,1,1,1,1
rxn11409_c0,0,0,0,0,0,0,1,0,0,0
rxn05211_c0,1,0,1,0,1,0,0,0,0,0
rxn12643_c0,1,1,1,1,1,1,1,1,1,1
rxn01179_c0,0,0,0,0,1,0,0,0,1,0
rxn10255_c0,1,1,1,0,0,0,1,1,0,0
rxn05459_c0,1,1,1,1,0,1,1,1,1,1
rxn13782_c0,1,1,1,1,1,1,1,1,1,1
rxn08797_c0,1,1,1,0,1,0,1,1,1,0
rxn01192_c0,1,1,0,0,0,0,1,0,0,0
rxn05189_c0,0,0,1,0,0,0,0,0,0,0
rxn00912_c0,1,1,0,1,0,1,1,1,1,1
rxn01281_c0,1,1,1,0,0,0,1,1,0,0
rxn00171_c0,1,1,1,0,1,0,1,1,0,0
rxn08306_c0,1,1,1,1,1,1,1,1,1,1
rxn08216_c0,0,0,0,0,0,0,1,0,0,0
rxn02782_c0,1,0,0,0,0,0,1,0,0,0
rxn02181_c0,0,0,0,0,0,0,0,0,0,0
rxn05406_c0,1,1,1,1,0,1,1,1,0,1
rxn00882_c0,1,1,1,1,1,0,1,1,1,0
rxn16574_c0,0,1,0,1,1,0,1,0,0,0
rxn01477_c0,1,1,1,1,0,0,1,1,0,0
rxn20627_c0,0,0,0,0,1,0,0,0,1,0
rxn01111_c0,0,0,0,0,0,0,1,1,0,0
rxn00693_c0,1,1,1,1,0,0,1,1,0,0
rxn02925_c0,1,1,1,0,0,0,0,1,0,0
rxn05485_c0,1,0,1,1,1,0,1,0,1,0
rxn03976_c0,0,0,0,0,0,0,1,1,0,0
rxn00797_c0,0,1,0,0,0,0,1,0,0,0
rxn02319_c0,0,0,0,0,0,0,0,0,0,0
rxn04597_c0,0,0,0,0,0,0,1,0,0,0
rxn01669_c0,1,1,1,0,1,1,1,1,1,1
rxn05330_c0,1,1,1,1,0,1,1,1,0,1
rxn04047_c0,0,0,0,0,0,0,0,0,0,0
rxn08578_c0,1,0,0,0,0,0,1,0,0,0
rxn00707_c0,0,0,0,0,0,0,1,1,1,0
rxn02005_c0,1,0,1,1,1,0,1,0,1,0
rxn07978_c0,1,1,1,0,0,0,1,1,0,0
rxn00526_c0,0,0,0,0,1,0,0,0,0,0
rxn01444_c0,0,0,0,0,0,1,0,0,1,1
rxn00104_c0,1,1,1,1,1,0,1,1,0,1
rxn08025_c0,0,0,0,0,1,0,1,0,0,0
rxn02356_c0,0,0,0,0,0,0,0,0,0,0
rxn12146_c0,1,1,1,0,0,0,0,0,0,0
rxn39999_c0,0,0,0,0,0,0,0,0,0,0
rxn08839_c0,1,1,1,0,1,0,1,1,1,0
rxn02011_c0,1,1,1,1,0,1,1,1,1,1
rxn08203_c0,0,0,0,0,0,0,1,0,0,0
rxn01751_c0,0,0,0,0,0,0,0,0,0,0
rxn10209_c0,1,0,0,0,0,0,1,1,0,0
rxn08900_c0,1,0,1,0,1,0,1,0,0,0
rxn01437_c0,1,0,0,0,0,0,0,1,0,0
rxn00109_c0,0,0,0,0,0,0,1,0,0,0
rxn05654_c0,1,0,1,0,1,0,1,1,0,0
rxn40000_c0,0,0,0,0,0,0,0,0,0,0
rxn00966_c0,1,0,0,0,0,0,1,1,0,0
rxn01352_c0,0,0,1,0,0,0,1,1,0,0
rxn01331_c0,1,0,0,0,0,0,1,1,0,0
rxn01256_c0,1,1,1,1,1,1,1,1,1,1
rxn00892_c0,0,0,0,0,0,0,1,0,0,0
rxn08669_c0,1,1,1,0,1,1,1,1,1,0
rxn00077_c0,1,1,1,1,1,1,1,1,1,1
rxn08442_c0,1,1,1,0,1,0,1,1,0,0
rxn41287_c0,1,1,1,0,0,0,0,0,0,0
rxn00853_c0,0,0,0,1,0,0,0,1,0,0
rxn01205_c0,0,0,0,0,0,0,0,0,0,0
rxn08548_c0,1,1,1,1,1,1,1,1,1,1
rxn26021_c0,1,1,1,1,0,0,1,0,0,0
rxn02366_c0,1,0,0,0,0,0,0,0,0,0
rxn09953_c0,1,0,1,0,0,0,0,0,1,0
rxn00980_c0,1,1,1,1,1,0,1,1,0,0
rxn02358_c0,0,0,0,0,0,0,0,0,0,0
rxn05446_c0,0,1,1,1,0,1,1,0,1,1
rxn00726_c0,1,1,1,1,1,1,1,1,0,0
rxn09138_c0,0,0,0,0,0,0,0,0,0,0
rxn00195_c0,0,0,0,0,0,0,0,0,0,0
rxn08263_c0,0,0,0,0,0,0,0,0,0,0
rxn08380_c0,1,1,1,0,1,0,1,0,0,0
rxn01634_c0,1,0,0,0,1,0,0,0,0,0
rxn01137_c0,1,0,1,0,1,1,1,1,1,1
rxn00604_c0,1,1,1,1,1,0,1,1,1,0
rxn01519_c0,1,1,1,0,1,1,1,0,1,1
rxn16583_c0,1,1,1,1,1,0,1,1,0,0
rxn03023_c0,1,1,1,0,0,0,0,0,0,0
rxn02944_c0,1,0,0,0,0,0,1,1,0,0
rxn02177_c0,1,1,0,0,1,0,1,0,0,0
rxn10230_c0,1,1,1,1,0,1,1,1,1,1
rxn05333_c0,1,1,1,0,0,0,1,1,0,0
rxn03538_c0,1,1,1,0,0,0,0,0,0,0
rxn08766_c0,1,1,1,1,1,1,1,1,1,1
rxn01619_c0,0,0,0,0,0,0,1,0,0,0
rxn09272_c0,1,1,1,1,1,1,1,1,1,1
rxn01403_c0,0,0,0,0,0,0,1,0,0,0
rxn00076_c0,1,1,1,0,1,0,1,1,0,0
rxn09037_c0,0,0,0,0,0,0,1,1,0,0
rxn00085_c0,1,1,1,1,1,0,1,1,1,0
rxn03084_c0,1,1,1,1,1,1,1,1,1,1
rxn02166_c0,1,1,1,1,1,1,0,1,1,1
rxn01827_c0,1,0,1,0,0,1,1,1,1,0
rxn05287_c0,0,0,0,0,1,0,1,1,0,0
rxn02322_c0,0,0,0,0,0,0,0,0,0,0
rxn00452_c0,0,0,0,0,1,0,0,0,0,0
rxn00184_c0,1,1,1,1,1,1,1,1,1,1
rxn10217_c0,0,0,0,0,1,0,0,0,0,0
rxn00709_c0,0,0,0,0,0,0,1,1,1,0
rxn05345_c0,1,1,1,1,1,1,1,1,1,1
